DrugBank_ID,Protein_UID,Action,Gene_Name
DB01424,P10632,substrate,CYP2C8
DB01426,Q14524,inhibitor,SCN5A
DB01427,P27815,inhibitor,PDE4A
DB01427,Q14432,inhibitor,PDE3A
DB01427,Q13370,inhibitor,PDE3B
DB01427,P01375,inhibitor,TNF
DB01429,P0DP24,inhibitor,CALM2
DB01429,P0DP23,inhibitor,CALM1
DB01429,P0DP25,inhibitor,CALM3
DB01429,Q14524,inhibitor,SCN5A
DB01429,P0DP23,inhibitor,CALM1
DB01429,P10635,substrate,CYP2D6
DB01431,P06401,agonist,PGR
DB01431,P48067,blocker,SLC6A9
DB01431,P03372,agonist,ESR1
DB01433,P35372,agonist,OPRM1
DB01435,P23219,inhibitor,PTGS1
DB01435,P35354,inhibitor,PTGS2
DB01435,P11509,substrate,CYP2A6
DB01435,P20813,substrate,CYP2B6
DB01435,P33260,substrate,CYP2C18
DB01435,P10635,substrate,CYP2D6
DB01435,P05181,substrate,CYP2E1
DB01435,P10632,substrate,CYP2C8
DB01435,P11712,substrate,CYP2C9
DB01435,P05177,substrate,CYP1A2
DB01435,P33261,substrate,CYP2C19
DB01435,P08684,substrate,CYP3A4
DB01436,P11473,agonist,VDR
DB01437,P14867,agonist,GABRA1
DB01437,P10635,inducer,CYP2D6
DB01437,P14867,positive allosteric modulator,GABRA1
DB01437,P05108,inhibitor,CYP11A1
DB01438,P35498,inhibitor,SCN1A
DB01440,Q9UBS5,modulator,GABBR1
DB01440,O75899,modulator,GABBR2
DB01440,Q9UBS5,agonist,GABBR1
DB01440,Q9HAB3,agonist,SLC52A2
DB01452,P35372,agonist,OPRM1
DB01452,P41145,agonist,OPRK1
DB01452,P41143,agonist,OPRD1
DB01463,Q01959,inhibitor,SLC6A3
DB01463,P14416,agonist,DRD2
DB01466,P35372,agonist,OPRM1
DB01466,P20813,substrate,CYP2B6
DB01466,P08684,substrate,CYP3A4
DB01466,P10635,substrate,CYP2D6
DB01466,P16435,inducer,POR
DB01489,P14867,positive allosteric modulator,GABRA1
DB01489,P14867,ligand,GABRA1
DB01501,P35372,antagonist,OPRM1
DB01511,P14867,positive allosteric modulator,GABRA1
DB01511,P14867,ligand,GABRA1
DB01544,P30536,agonist,TSPO
DB01544,P14867,positive allosteric modulator,GABRA1
DB01544,P14867,ligand,GABRA1
DB01544,P11509,substrate,CYP2A6
DB01544,P16662,inhibitor,UGT2B7
DB01544,P20813,substrate,CYP2B6
DB01544,P11712,substrate,CYP2C9
DB01544,P08684,substrate,CYP3A4
DB01544,P05181,inhibitor,CYP2E1
DB01544,P22309,inhibitor,UGT1A1
DB01544,P35503,inhibitor,UGT1A3
DB01544,P33261,substrate,CYP2C19
DB01545,P14867,positive allosteric modulator,GABRA1
DB01545,P14867,ligand,GABRA1
DB01551,P35372,antagonist,OPRM1
DB01551,P08684,substrate,CYP3A4
DB01551,P10635,substrate,CYP2D6
DB01553,P14867,positive allosteric modulator,GABRA1
DB01553,P14867,ligand,GABRA1
DB01558,P14867,positive allosteric modulator,GABRA1
DB01558,P14867,ligand,GABRA1
DB01558,P05177,substrate,CYP1A2
DB01558,P33261,substrate,CYP2C19
DB01558,P05181,inhibitor,CYP2E1
DB01559,P14867,positive allosteric modulator,GABRA1
DB01559,P30536,agonist,TSPO
DB01559,P14867,ligand,GABRA1
DB01559,P20813,substrate,CYP2B6
DB01559,P33260,substrate,CYP2C18
DB01559,P33261,substrate,CYP2C19
DB01559,P08684,substrate,CYP3A4
DB01567,P14867,potentiator,GABRA1
DB01567,P30536,agonist,TSPO
DB01567,P47869,potentiator,GABRA2
DB01567,P34903,potentiator,GABRA3
DB01567,P31644,potentiator,GABRA5
DB01567,Q8N1C3,potentiator,GABRG1
DB01567,P18507,potentiator,GABRG2
DB01567,Q99928,potentiator,GABRG3
DB01567,P18505,potentiator,GABRB1
DB01567,P47870,potentiator,GABRB2
DB01567,P28472,potentiator,GABRB3
DB01567,O14764,potentiator,GABRD
DB01567,P78334,potentiator,GABRE
DB01567,O00591,potentiator,GABRP
DB01567,P24046,potentiator,GABRR1
DB01567,P28476,potentiator,GABRR2
DB01567,A8MPY1,potentiator,GABRR3
DB01576,Q05940,inducer,SLC18A2
DB01576,P23975,negative modulator,SLC6A2
DB01576,Q01959,negative modulator,SLC6A3
DB01576,Q96RJ0,agonist,TAAR1
DB01576,P35368,antagonist,ADRA1B
DB01576,P35348,inhibitor,ADRA1A
DB01576,P35348,inducer,ADRA1A
DB01576,P10635,substrate,CYP2D6
DB01576,P46883,substrate,tynA
DB01577,P14416,agonist,DRD2
DB01577,P35368,antagonist,ADRA1B
DB01577,Q01959,negative modulator,SLC6A3
DB01577,P31645,negative modulator,SLC6A4
DB01577,P23975,negative modulator,SLC6A2
DB01577,Q05940,inhibitor,SLC18A2
DB01577,P54219,inhibitor,SLC18A1
DB01577,Q96RJ0,agonist,TAAR1
DB01577,P08913,agonist,ADRA2A
DB01577,P18089,agonist,ADRA2B
DB01577,P18825,agonist,ADRA2C
DB01577,P21397,inhibitor,MAOA
DB01577,P27338,inhibitor,MAOB
DB01577,P10635,substrate,CYP2D6
DB01579,P35348,agonist,ADRA1A
DB01579,P23975,negative modulator,SLC6A2
DB01579,P35368,agonist,ADRA1B
DB01580,P08588,antagonist,ADRB1
DB01580,P07550,antagonist,ADRB2
DB01580,P10635,substrate,CYP2D6
DB01580,P10635,inhibitor,CYP2D6
DB01581,P0AC13,inhibitor,folP
DB01582,P0AC13,inhibitor,folP
DB01582,P9WJI5,substrate,nat
DB01583,P10827,agonist,THRA
DB01583,P10828,agonist,THRB
DB01583,P10632,inhibitor,CYP2C8
DB01583,P08684,substrate,CYP3A4
DB01586,P52895,inhibitor,AKR1C2
DB01586,P53004,activator,BLVRA
DB01586,Q9UGH3,activator,SLC23A2
DB01586,Q96RI1,partial agonist,NR1H4
DB01586,P08684,inducer,CYP3A4
DB01587,P14867,positive allosteric modulator,GABRA1
DB01587,P14867,ligand,GABRA1
DB01587,P08684,substrate,CYP3A4
DB01587,P08684,inhibitor,CYP3A4
DB01588,P30536,modulator,TSPO
DB01588,P14867,positive allosteric modulator,GABRA1
DB01588,P14867,ligand,GABRA1
DB01588,P08684,substrate,CYP3A4
DB01589,P30536,modulator,TSPO
DB01589,P14867,positive allosteric modulator,GABRA1
DB01589,P14867,ligand,GABRA1
DB01589,P08684,substrate,CYP3A4
DB01589,P33261,substrate,CYP2C19
DB01589,P11712,substrate,CYP2C9
DB01590,P42345,inhibitor,MTOR
DB01590,P10635,inhibitor,CYP2D6
DB01590,P08684,substrate,CYP3A4
DB01591,P20309,antagonist,CHRM3
DB01591,P08172,antagonist,CHRM2
DB01591,P08173,antagonist,CHRM4
DB01591,P08912,antagonist,CHRM5
DB01591,P11229,antagonist,CHRM1
DB01591,P04798,substrate,CYP1A1
DB01591,P10635,substrate,CYP2D6
DB01591,P08684,substrate,CYP3A4
DB01592,P69905,activator,HBA1
DB01592,Q9BY41,cofactor,HDAC8
DB01595,P14867,antagonist,GABRA1
DB01595,P14867,positive allosteric modulator,GABRA1
DB01595,P14867,ligand,GABRA1
DB01595,P35498,other/unknown,SCN1A
DB01595,P08684,substrate,CYP3A4
DB01595,P05181,inhibitor,CYP2E1
DB01597,P16444,inhibitor,DPEP1
DB01598,P0AD65,inhibitor,mrdA
DB01598,P02919,inhibitor,mrcB
DB01598,P02918,inhibitor,mrcA
DB01598,P42971,inhibitor,pbpC
DB01598,P52664,activator,blaB
DB01598,P16444,substrate,DPEP1
DB01598,P0AD63,substrate,bla
DB01598,P62593,substrate,bla
DB01598,Q939N4,substrate,
DB01598,Q93LQ9,substrate,KPC-2
DB01599,O95477,inhibitor,ABCA1
DB01600,P23219,inhibitor,PTGS1
DB01600,P35354,inhibitor,PTGS2
DB01601,Q72874,inhibitor,pol
DB01601,P08684,substrate,CYP3A4
DB01601,P08684,inhibitor,CYP3A4
DB01601,P10635,substrate,CYP2D6
DB01601,P05177,substrate,CYP1A2
DB01601,P05177,inhibitor,CYP1A2
DB01601,P33261,inhibitor,CYP2C19
DB01601,P20813,inhibitor,CYP2B6
DB01601,P11712,inhibitor,CYP2C9
DB01601,P11712,inducer,CYP2C9
DB01601,P08684,inhibitor,CYP3A4
DB01602,P0AEB2,inhibitor,dacA
DB01603,Q53707,inhibitor,mecA
DB01603,Q8DNB6,inhibitor,pbp2a
DB01603,Q7CRA4,inhibitor,pbp1b
DB01603,P0A3M6,inhibitor,penA
DB01603,Q75Y35,inhibitor,pbp3
DB01603,Q8DR59,inhibitor,pbpA
DB01604,Q8XJ01,inhibitor,pbpA
DB01605,Q8XJ01,inhibitor,pbpA
DB01606,P00807,inhibitor,blaZ
DB01606,P62594,inhibitor,bla
DB01606,P18251,inhibitor,
DB01606,P0AD63,inhibitor,bla
DB01607,C1KC03,inhibitor,mecA
DB01608,P21728,antagonist,DRD1
DB01608,P08913,antagonist,ADRA2A
DB01608,P35368,antagonist,ADRA1B
DB01609,P08684,inducer,CYP3A4
DB01609,P22309,substrate,UGT1A1
DB01609,P22309,inhibitor,UGT1A1
DB01609,P35503,inhibitor,UGT1A3
DB01609,O60656,inhibitor,UGT1A9
DB01609,P10632,inhibitor,CYP2C8
DB01609,P05177,inhibitor,CYP1A2
DB01610,P04293,inhibitor,
DB01611,Q9NYK1,antagonist,TLR7
DB01611,Q9NR96,antagonist,TLR9
DB01611,Q9BYF1,modulator,ACE2
DB01611,P08684,substrate,CYP3A4
DB01611,P10635,substrate,CYP2D6
DB01611,P10635,inhibitor,CYP2D6
DB01611,P10632,substrate,CYP2C8
DB01612,P16066,agonist,NPR1
DB01612,P05091,substrate,ALDH2
DB01613,P16066,agonist,NPR1
DB01613,P20594,agonist,NPR2
DB01614,P14416,antagonist,DRD2
DB01614,P21728,antagonist,DRD1
DB01614,P28223,antagonist,HTR2A
DB01614,P08908,antagonist,HTR1A
DB01614,P35348,antagonist,ADRA1A
DB01614,P35368,antagonist,ADRA1B
DB01615,P35367,antagonist,HRH1
DB01618,P14416,antagonist,DRD2
DB01618,P08908,antagonist,HTR1A
DB01618,P28223,antagonist,HTR2A
DB01618,P11229,other/unknown,CHRM1
DB01619,P35367,antagonist,HRH1
DB01620,Q9H3N8,inverse agonist,HRH4
DB01620,P35367,inverse agonist,HRH1
DB01621,P14416,antagonist,DRD2
DB01621,P21728,antagonist,DRD1
DB01621,P28223,antagonist,HTR2A
DB01621,P08908,antagonist,HTR1A
DB01621,P33261,substrate,CYP2C19
DB01621,P10635,substrate,CYP2D6
DB01621,P10635,inhibitor,CYP2D6
DB01621,P08684,substrate,CYP3A4
DB01622,P14416,antagonist,DRD2
DB01622,P35348,antagonist,ADRA1A
DB01622,P35368,antagonist,ADRA1B
DB01622,P21728,antagonist,DRD1
DB01623,P14416,antagonist,DRD2
DB01623,P21728,antagonist,DRD1
DB01623,P28223,antagonist,HTR2A
DB01623,P10635,inhibitor,CYP2D6
DB01623,P05177,substrate,CYP1A2
DB01624,P21728,antagonist,DRD1
DB01624,P21918,antagonist,DRD5
DB01624,P14416,antagonist,DRD2
DB01624,P35348,antagonist,ADRA1A
DB01624,P08913,antagonist,ADRA2A
DB01624,P28223,antagonist,HTR2A
DB01624,P35367,antagonist,HRH1
DB01624,P08684,substrate,CYP3A4
DB01624,P10635,substrate,CYP2D6
DB01626,P27338,inhibitor,MAOB
DB01626,P21397,inhibitor,MAOA
DB01628,P35354,inhibitor,PTGS2
DB01628,P11712,substrate,CYP2C9
DB01628,P11712,inhibitor,CYP2C9
DB01628,P10635,inhibitor,CYP2D6
DB01628,P05177,substrate,CYP1A2
DB01628,P33261,inhibitor,CYP2C19
DB01628,P05181,inhibitor,CYP2E1
DB01628,P08684,substrate,CYP3A4
DB01628,P08684,inhibitor,CYP3A4
DB01656,P27815,inhibitor,PDE4A
DB01656,P08684,substrate,CYP3A4
DB01656,P05177,substrate,CYP1A2
DB01685,P47989,inhibitor,XDH
DB01685,P10632,inhibitor,CYP2C8
DB01685,P11712,inhibitor,CYP2C9
DB01685,P04798,inhibitor,CYP1A1
DB01685,P08684,inhibitor,CYP3A4
DB01685,P33261,inhibitor,CYP2C19
DB01685,O60656,substrate,UGT1A9
DB01708,P11413,inhibitor,G6PD
DB01708,P03372,binder,ESR1
DB01708,Q92731,activator,ESR2
DB01708,P14867,antagonist,GABRA1
DB01708,Q05586,agonist,GRIN1
DB01708,P10275,agonist,AR
DB01708,Q07869,activator,PPARA
DB01708,Q99720,agonist,SIGMAR1
DB01708,O75469,activator,NR1I2
DB01708,Q14994,activator,NR1I3
DB01708,P24462,substrate,CYP3A7
DB01708,P24462,inhibitor,CYP3A7
DB01708,P14061,substrate,HSD17B1
DB01708,Q06520,substrate,SULT2A1
DB01708,O00204,substrate,SULT2B1
DB01708,P14060,substrate,HSD3B1
DB01708,P22637,substrate,choB
DB01708,P05093,product of,CYP17A1
DB01764,P50870,inhibitor,vatD
DB01764,P08684,inhibitor,CYP3A4
DB02187,P14061,inhibitor,HSD17B1
DB02187,P08684,substrate,CYP3A4
DB02300,P11473,antagonist,VDR
DB02300,P05164,inhibitor,MPO
DB02300,Q07973,substrate,CYP24A1
DB02546,Q13547,inhibitor,HDAC1
DB02546,Q92769,inhibitor,HDAC2
DB02546,O15379,inhibitor,HDAC3
DB02546,Q9UBN7,inhibitor,HDAC6
DB02546,Q13547,inhibitor,HDAC1
DB02638,P37288,agonist,AVPR1A
DB02638,P47901,agonist,AVPR1B
DB02638,P30518,agonist,AVPR2
DB02659,P04054,inhibitor,PLA2G1B
DB02659,P22830,inhibitor,FECH
DB02659,P23141,inhibitor,CES1
DB02701,Q10588,product of,BST1
DB02701,P11439,product of,eta
DB02701,P09874,binder,PARP1
DB02701,P10635,inhibitor,CYP2D6
DB02701,P05181,substrate,CYP2E1
DB02701,P05181,inhibitor,CYP2E1
DB02701,P08684,inhibitor,CYP3A4
DB02703,P13551,inhibitor,fusA
DB02703,P62580,inhibitor,cat
DB02703,P00484,inhibitor,cat3
DB02703,P10635,substrate,CYP2D6
DB02703,P10635,inhibitor,CYP2D6
DB02703,P08684,substrate,CYP3A4
DB02703,P08684,inhibitor,CYP3A4
DB02703,P22309,substrate,UGT1A1
DB02709,Q96EB6,inhibitor,SIRT1
DB02709,P23219,inhibitor,PTGS1
DB02709,P35354,inhibitor,PTGS2
DB02709,P16152,inhibitor,CBR1
DB02709,P31749,inhibitor,AKT1
DB02709,P54577,inhibitor,YARS1
DB02709,P05177,substrate,CYP1A2
DB02709,P05177,inhibitor,CYP1A2
DB02709,P05177,inducer,CYP1A2
DB02709,P04798,substrate,CYP1A1
DB02709,P04798,inhibitor,CYP1A1
DB02709,Q16678,substrate,CYP1B1
DB02709,Q16678,inhibitor,CYP1B1
DB02709,P08684,inhibitor,CYP3A4
DB02709,P10635,inhibitor,CYP2D6
DB02709,P20813,inhibitor,CYP2B6
DB02709,P33261,inhibitor,CYP2C19
DB02709,P11712,inhibitor,CYP2C9
DB03128,P22303,substrate,ACHE
DB03128,P06276,substrate,BCHE
DB03585,P02768,modulator,ALB
DB03615,P9WQG9,substrate,aac
DB03619,P12004,other/unknown,PCNA
DB03619,P08263,inhibitor,GSTA1
DB03754,P17707,inhibitor,AMD1
DB03754,P05067,inhibitor,APP
DB03756,Q07869,activator,PPARA
DB03756,P23219,inhibitor,PTGS1
DB03756,P35354,inhibitor,PTGS2
DB03756,P37231,activator,PPARG
DB03756,P19793,activator,RXRA
DB03756,P28702,activator,RXRB
DB03756,P48443,activator,RXRG
DB03756,P36956,inhibitor,SREBF1
DB03756,P01106,inhibitor,MYC
DB03756,P11712,substrate,CYP2C9
DB03756,P11712,inhibitor,CYP2C9
DB03793,P51151,inhibitor,RAB9A
DB03793,Q9L9D7,product of,cocE
DB03793,O67987,substrate,clcA
DB03796,P15090,inhibitor,FABP4
DB03796,Q01469,inhibitor,FABP5
DB04272,C7C422,inhibitor,blaNDM-1
DB04272,P10613,binder,ERG11
DB04272,Q9HBA0,activator,TRPV4
DB04272,P15121,inhibitor,AKR1B1
DB04272,P39126,substrate,icd
DB04272,P39126,inhibitor,icd
DB04272,P00808,weak inhibitor,penP
DB04272,P05042,inhibitor,fumC
DB04339,Q14145,modulator,KEAP1
DB04339,Q16236,activator,NFE2L2
DB04339,Q63HM9,inhibitor,PLCXD3
DB04339,Q9UNP4,inducer,ST3GAL5
DB04339,Q16878,substrate,CDO1
DB04339,P00439,substrate,PAH
DB04339,Q9UNP4,inducer,ST3GAL5
DB04552,P04054,inhibitor,PLA2G1B
DB04552,P35354,inhibitor,PTGS2
DB04552,P51800,inducer,CLCNKA
DB04552,O60656,inhibitor,UGT1A9
DB04570,P0AD68,binder,ftsI
DB04570,P42971,inhibitor,pbpC
DB04570,P02918,inhibitor,mrcA
DB04570,P02919,inhibitor,mrcB
DB04570,P24228,inhibitor,dacB
DB04572,P08684,substrate,CYP3A4
DB04572,P06276,inhibitor,BCHE
DB04572,P20813,inhibitor,CYP2B6
DB04573,P03372,agonist,ESR1
DB04573,Q92731,agonist,ESR2
DB04574,P03372,agonist,ESR1
DB04574,Q92731,agonist,ESR2
DB04574,P11712,substrate,CYP2C9
DB04574,P11712,inhibitor,CYP2C9
DB04574,P05177,substrate,CYP1A2
DB04574,P08684,substrate,CYP3A4
DB04575,P03372,agonist,ESR1
DB04575,P03372,modulator,ESR1
DB04576,Q02880,inhibitor,TOP2B
DB04576,P43700,inhibitor,gyrA
DB04576,P43702,inhibitor,parC
DB04576,P11388,inhibitor,TOP2A
DB04711,P02768,binder,ALB
DB04743,P35354,inhibitor,PTGS2
DB04743,P50591,modulator,TNFSF10
DB04743,P02788,inhibitor,LTF
DB04743,P08684,substrate,CYP3A4
DB04786,Q9Y251,inhibitor,HPSE
DB04786,P41231,antagonist,P2RY2
DB04786,Q9NXA8,inhibitor,SIRT5
DB04786,P23945,antagonist,FSHR
DB04786,P21817,agonist,RYR1
DB04786,P00734,inhibitor,F2
DB04786,P14555,inhibitor,PLA2G2A
DB04786,P15289,inhibitor,ARSA
DB04786,P47712,inhibitor,PLA2G4A
DB04794,P10613,inhibitor,ERG11
DB04794,P11511,inhibitor,CYP19A1
DB04794,P05181,inhibitor,CYP2E1
DB04794,P08684,inhibitor,CYP3A4
DB04835,P51681,antagonist,CCR5
DB04835,P51681,inhibitor,CCR5
DB04835,P08684,substrate,CYP3A4
DB04839,P10275,antagonist,AR
DB04839,P08684,substrate,CYP3A4
DB04839,P08684,inhibitor,CYP3A4
DB04839,P11511,inhibitor,CYP19A1
DB04840,P23975,inducer,SLC6A2
DB04840,P04798,substrate,CYP1A1
DB04840,P10635,substrate,CYP2D6
DB04841,O00555,inhibitor,CACNA1A
DB04841,O43497,inhibitor,CACNA1G
DB04841,O95180,inhibitor,CACNA1H
DB04841,Q9P0X4,inhibitor,CACNA1I
DB04841,P0DP23,antagonist,CALM1
DB04841,P35367,antagonist,HRH1
DB04841,P08684,substrate,CYP3A4
DB04841,P10635,substrate,CYP2D6
DB04841,P11712,substrate,CYP2C9
DB04841,P04798,substrate,CYP1A1
DB04841,P05177,substrate,CYP1A2
DB04841,P11509,substrate,CYP2A6
DB04842,P14416,antagonist,DRD2
DB04842,P28223,antagonist,HTR2A
DB04842,Q06432,inhibitor,CACNG1
DB04842,P08684,substrate,CYP3A4
DB04844,Q05940,inhibitor,SLC18A2
DB04844,P14416,inhibitor,DRD2
DB04844,P16152,substrate,CBR1
DB04844,P10635,substrate,CYP2D6
DB04845,Q13509,inhibitor,TUBB3
DB04845,P08684,substrate,CYP3A4
DB04846,P08588,antagonist,ADRB1
DB04846,P07550,agonist,ADRB2
DB04846,P13945,agonist,ADRB3
DB04846,P08913,antagonist,ADRA2A
DB04846,P18089,antagonist,ADRA2B
DB04846,P18825,antagonist,ADRA2C
DB04846,P10635,substrate,CYP2D6
DB04854,P47989,inhibitor,XDH
DB04854,P22309,substrate,UGT1A1
DB04854,P35503,substrate,UGT1A3
DB04854,O60656,substrate,UGT1A9
DB04854,P16662,substrate,UGT2B7
DB04854,P05177,substrate,CYP1A2
DB04854,P10632,substrate,CYP2C8
DB04854,P11712,substrate,CYP2C9
DB04855,P35348,antagonist,ADRA1A
DB04855,P22460,blocker,KCNA5
DB04855,P35368,antagonist,ADRA1B
DB04855,P25100,antagonist,ADRA1D
DB04855,P08913,antagonist,ADRA2A
DB04855,P18089,antagonist,ADRA2B
DB04855,P18825,antagonist,ADRA2C
DB04855,Q12809,inhibitor,KCNH2
DB04855,Q13936,inhibitor,CACNA1C
DB04855,Q01668,inhibitor,CACNA1D
DB04855,O60840,inhibitor,CACNA1F
DB04855,Q13698,inhibitor,CACNA1S
DB04855,Q02641,inhibitor,CACNB1
DB04855,Q08289,inhibitor,CACNB2
DB04855,P54284,inhibitor,CACNB3
DB04855,O00305,inhibitor,CACNB4
DB04855,O95069,inhibitor,KCNK2
DB04855,Q14524,inhibitor,SCN5A
DB04855,P48549,inhibitor,KCNJ3
DB04855,P51787,inhibitor,KCNQ1
DB04855,Q14500,inhibitor,KCNJ12
DB04855,P32418,inhibitor,SLC8A1
DB04855,Q9UK17,inhibitor,KCND3
DB04855,P08588,antagonist,ADRB1
DB04855,P10827,inhibitor,THRA
DB04855,P20815,substrate,CYP3A5
DB04855,P20815,inhibitor,CYP3A5
DB04855,P51589,inhibitor,CYP2J2
DB04855,P10635,substrate,CYP2D6
DB04855,P10635,inhibitor,CYP2D6
DB04855,P08684,substrate,CYP3A4
DB04855,P08684,inhibitor,CYP3A4
DB04861,P08588,antagonist,ADRB1
DB04861,P07550,antagonist,ADRB2
DB04861,P13945,agonist,ADRB3
DB04861,P08684,substrate,CYP3A4
DB04861,P33261,substrate,CYP2C19
DB04861,P10635,substrate,CYP2D6
DB04865,P20276,antagonist,rpl2
DB04865,P39023,antagonist,RPL3
DB04868,P00519,inhibitor,ABL1
DB04868,P10721,antagonist,KIT
DB04868,P08684,substrate,CYP3A4
DB04868,P08684,inhibitor,CYP3A4
DB04868,P10632,inhibitor,CYP2C8
DB04868,P10632,inducer,CYP2C8
DB04868,P11712,inhibitor,CYP2C9
DB04868,P10635,inhibitor,CYP2D6
DB04868,P20813,inducer,CYP2B6
DB04871,P28335,agonist,HTR2C
DB04871,P05177,substrate,CYP1A2
DB04871,P11509,substrate,CYP2A6
DB04871,P20813,substrate,CYP2B6
DB04871,P33261,substrate,CYP2C19
DB04871,P10635,substrate,CYP2D6
DB04871,P10635,inhibitor,CYP2D6
DB04871,P08684,substrate,CYP3A4
DB04871,Q01740,substrate,FMO1
DB04871,P04798,substrate,CYP1A1
DB04876,P27487,inhibitor,DPP4
DB04878,O43451,inhibitor,MGAM
DB04894,P30874,inducer,SSTR2
DB04894,P35346,agonist,SSTR5
DB04894,P25103,antagonist,TACR1
DB04894,P08684,inhibitor,CYP3A4
DB04896,P31645,inhibitor,SLC6A4
DB04896,P23975,inhibitor,SLC6A2
DB04896,Q05586,inhibitor,GRIN1
DB04896,P08684,substrate,CYP3A4
DB04896,P08684,inhibitor,CYP3A4
DB04898,P00734,inhibitor,F2
DB04898,P11712,substrate,CYP2C9
DB04908,P08908,agonist,HTR1A
DB04908,P28223,antagonist,HTR2A
DB04908,P21917,antagonist,DRD4
DB04908,P21917,agonist,DRD4
DB04908,P08684,substrate,CYP3A4
DB04911,P0AC13,inhibitor,folP
DB04911,P08684,inhibitor,CYP3A4
DB04911,P08684,inducer,CYP3A4
DB04911,P10635,inhibitor,CYP2D6
DB04911,P10635,inducer,CYP2D6
DB04911,P11712,inhibitor,CYP2C9
DB04911,P33261,inhibitor,CYP2C19
DB04918,Q7DHH4,inhibitor,mecA
DB04918,P14677,inhibitor,pbpX
DB04918,P0A3M6,inhibitor,penA
DB04918,P59676,inhibitor,pbpX
DB04920,O60840,blocker,CACNA1F
DB04920,Q13698,blocker,CACNA1S
DB04920,Q01668,blocker,CACNA1D
DB04920,Q13936,blocker,CACNA1C
DB04920,P11712,inhibitor,CYP2C9
DB04920,P10635,substrate,CYP2D6
DB04920,P05181,substrate,CYP2E1
DB04920,P33261,inhibitor,CYP2C19
DB04920,P08684,substrate,CYP3A4
DB04920,P08684,inhibitor,CYP3A4
DB04920,P08684,inducer,CYP3A4
DB04920,P06276,substrate,BCHE
DB04930,P35498,inhibitor,SCN1A
DB04930,P20813,substrate,CYP2B6
DB04930,P20813,inducer,CYP2B6
DB04938,P03372,antagonist,ESR1
DB04938,P03372,agonist,ESR1
DB04938,P08684,substrate,CYP3A4
DB04938,P11712,substrate,CYP2C9
DB04938,P33261,substrate,CYP2C19
DB04938,P20813,substrate,CYP2B6
DB04938,P10635,inhibitor,CYP2D6
DB04946,P28223,antagonist,HTR2A
DB04946,P14416,antagonist,DRD2
DB04946,P08908,antagonist,HTR1A
DB04946,P28335,antagonist,HTR2C
DB04946,P50406,antagonist,HTR6
DB04946,P34969,antagonist,HTR7
DB04946,P35348,antagonist,ADRA1A
DB04946,P08913,antagonist,ADRA2A
DB04946,P18089,antagonist,ADRA2B
DB04946,P18825,antagonist,ADRA2C
DB04946,P08588,antagonist,ADRB1
DB04946,P07550,antagonist,ADRB2
DB04946,P21728,antagonist,DRD1
DB04946,P35462,antagonist,DRD3
DB04946,P21917,antagonist,DRD4
DB04946,P21918,antagonist,DRD5
DB04946,P35367,antagonist,HRH1
DB04946,P08684,substrate,CYP3A4
DB04946,P10635,substrate,CYP2D6
DB04948,P08913,agonist,ADRA2A
DB04948,P35348,agonist,ADRA1A
DB04948,P08908,agonist,HTR1A
DB04948,P34969,agonist,HTR7
DB04948,P28335,agonist,HTR2C
DB04948,P28221,agonist,HTR1D
DB04948,P10635,substrate,CYP2D6
DB04948,P05177,substrate,CYP1A2
DB04948,P33261,substrate,CYP2C19
DB04951,P01137,modulator,TGFB1
DB04951,P05177,substrate,CYP1A2
DB04951,P05177,inhibitor,CYP1A2
DB04951,P11712,substrate,CYP2C9
DB04951,P11712,inhibitor,CYP2C9
DB04951,P33261,substrate,CYP2C19
DB04951,P33261,inhibitor,CYP2C19
DB04951,P10635,substrate,CYP2D6
DB04951,P10635,inhibitor,CYP2D6
DB04951,P05181,substrate,CYP2E1
DB04951,P08684,inhibitor,CYP3A4
DB04953,O43525,modulator,KCNQ3
DB04953,P22309,substrate,UGT1A1
DB04953,P35503,substrate,UGT1A3
DB04953,P22310,substrate,UGT1A4
DB04953,O60656,substrate,UGT1A9
DB04953,P11245,substrate,NAT2
DB04967,P11388,inhibitor,TOP2A
DB04967,Q02880,inhibitor,TOP2B
DB04967,P27695,inhibitor,APEX1
DB04967,P11387,inhibitor,TOP1
DB05015,Q13547,inhibitor,HDAC1
DB05015,P22309,substrate,UGT1A1
DB05015,P10632,inhibitor,CYP2C8
DB05015,P11712,inhibitor,CYP2C9
DB05015,P05177,inducer,CYP1A2
DB05015,P08684,substrate,CYP3A4
DB05039,P07550,agonist,ADRB2
DB05039,P08684,substrate,CYP3A4
DB05039,P22309,substrate,UGT1A1
DB05109,P23219,substrate,PTGS1
DB05109,P08684,substrate,CYP3A4
DB05109,P11712,substrate,CYP2C9
DB05109,P10635,substrate,CYP2D6
DB05109,P05181,substrate,CYP2E1
DB05109,P33261,substrate,CYP2C19
DB05219,P27815,inhibitor,PDE4A
DB05219,Q07343,inhibitor,PDE4B
DB05219,Q08493,inhibitor,PDE4C
DB05219,Q08499,inhibitor,PDE4D
DB05219,P20813,inhibitor,CYP2B6
DB05219,P10632,inhibitor,CYP2C8
DB05219,P11712,inhibitor,CYP2C9
DB05239,Q02750,inhibitor,MAP2K1
DB05239,P08684,substrate,CYP3A4
DB05239,P08684,inhibitor,CYP3A4
DB05239,P16662,substrate,UGT2B7
DB05239,P10635,inhibitor,CYP2D6
DB05245,P0AC13,binder,folP
